timestamp,difficulty,mode,server,service,winner,reason,hits,duration_s,last_hitter,last_shot,score_kai_before,score_mina_before,sets_kai,sets_mina
2026-05-03T01:41:03,Club,singles,player,serve_lob,opponent,Faute filet,3,3.74,player,drop,0,0,0,0
2026-05-03T01:41:04,Club,singles,opponent,serve_short,player,Faute service,1,0.45,opponent,serve_short,0,1,0,0
2026-05-03T01:41:06,Club,singles,player,serve_short,opponent,Faute service,1,0.58,player,serve_short,1,1,0,0
2026-05-03T01:41:08,Club,singles,opponent,serve_short,player,Faute service,1,0.59,opponent,serve_short,1,2,0,0
2026-05-03T01:41:09,Club,singles,player,serve_short,opponent,Faute service,1,0.59,player,serve_short,2,2,0,0
2026-05-03T01:41:11,Club,singles,opponent,serve_short,player,Faute service,1,0.59,opponent,serve_short,2,3,0,0
2026-05-03T01:41:13,Club,singles,player,serve_short,opponent,Faute service,1,0.58,player,serve_short,3,3,0,0
2026-05-03T01:41:14,Club,singles,opponent,serve_short,player,Faute service,1,0.59,opponent,serve_short,3,4,0,0
2026-05-03T01:41:19,Club,singles,player,serve_lob,player,Faute dehors,2,3.24,opponent,drop,4,4,0,0
2026-05-03T01:41:20,Club,singles,player,serve_short,opponent,Faute service,1,0.59,player,serve_short,5,4,0,0
2026-05-03T01:41:22,Club,singles,opponent,serve_short,player,Faute service,1,0.58,opponent,serve_short,5,5,0,0
2026-05-03T01:41:26,Club,singles,player,serve_lob,player,Faute dehors,2,2.82,opponent,smash,6,5,0,0
2026-05-03T01:41:27,Club,singles,player,serve_short,opponent,Faute service,1,0.60,player,serve_short,7,5,0,0
2026-05-03T01:41:29,Club,singles,opponent,serve_short,player,Faute service,1,0.59,opponent,serve_short,7,6,0,0
2026-05-03T01:41:35,Club,singles,player,serve_lob,player,Faute dehors,4,5.31,opponent,smash,8,6,0,0
2026-05-03T01:41:37,Club,singles,player,serve_short,opponent,Faute service,1,0.60,player,serve_short,9,6,0,0
2026-05-03T01:41:39,Club,singles,opponent,serve_short,player,Faute service,1,0.58,opponent,serve_short,9,7,0,0
2026-05-03T01:41:40,Club,singles,player,serve_short,opponent,Faute service,1,0.59,player,serve_short,10,7,0,0
2026-05-03T01:41:46,Club,singles,opponent,serve_lob,opponent,Faute filet,4,3.96,player,smash,10,8,0,0
2026-05-03T01:41:47,Club,singles,opponent,serve_short,player,Faute service,1,0.60,opponent,serve_short,10,9,0,0
2026-05-03T01:41:49,Club,singles,player,serve_short,opponent,Faute service,1,0.58,player,serve_short,11,9,0,0
2026-05-03T01:41:53,Club,singles,opponent,serve_lob,player,Faute filet,3,2.84,opponent,drop,11,10,0,0
2026-05-03T01:41:55,Club,singles,player,serve_short,opponent,Faute service,1,0.59,player,serve_short,12,10,0,0
2026-05-03T01:41:56,Club,singles,opponent,serve_short,player,Faute service,1,0.59,opponent,serve_short,12,11,0,0
2026-05-03T01:42:00,Club,singles,player,serve_lob,opponent,Faute filet,3,2.92,player,drop,13,11,0,0
2026-05-03T01:42:07,Club,singles,opponent,serve_lob,opponent,Faute filet,6,5.01,player,drop,13,12,0,0
2026-05-03T01:42:08,Club,singles,opponent,serve_short,player,Faute service,1,0.58,opponent,serve_short,13,13,0,0
2026-05-03T01:42:10,Club,singles,player,serve_short,opponent,Faute service,1,0.58,player,serve_short,14,13,0,0
2026-05-03T01:42:12,Club,singles,opponent,serve_short,player,Faute service,1,0.59,opponent,serve_short,14,14,0,0
2026-05-03T01:42:13,Club,singles,player,serve_short,opponent,Faute service,1,0.58,player,serve_short,15,14,0,0
2026-05-03T01:42:19,Club,singles,opponent,serve_lob,player,Faute filet,5,4.59,opponent,smash,15,15,0,0
2026-05-03T01:42:21,Club,singles,player,serve_short,opponent,Faute service,1,0.60,player,serve_short,16,15,0,0
2026-05-03T01:42:22,Club,singles,opponent,serve_short,player,Faute service,1,0.58,opponent,serve_short,16,16,0,0
2026-05-03T01:42:24,Club,singles,player,serve_short,opponent,Faute service,1,0.57,player,serve_short,17,16,0,0
2026-05-03T01:42:33,Club,singles,opponent,serve_lob,opponent,Faute dehors,6,7.41,player,smash,17,17,0,0
2026-05-03T01:42:36,Club,singles,opponent,serve_lob,opponent,Faute filet,2,2.14,player,smash,17,18,0,0
2026-05-03T01:42:38,Club,singles,opponent,serve_short,player,Faute service,1,0.60,opponent,serve_short,17,19,0,0
2026-05-03T01:42:39,Club,singles,player,serve_short,opponent,Faute service,1,0.58,player,serve_short,18,19,0,0
2026-05-03T01:42:41,Club,singles,opponent,serve_drive,player,Faute service,1,0.52,opponent,serve_drive,18,20,0,0
2026-05-03T01:42:43,Club,singles,player,serve_short,opponent,Faute service,1,0.60,player,serve_short,19,20,0,0
2026-05-03T01:50:09,Club,singles,player,serve_lob,opponent,Faute filet,7,7.22,player,smash,0,0,0,0
2026-05-03T01:50:13,Club,singles,opponent,serve_short,player,Faute filet,5,3.49,opponent,drop,0,1,0,0
2026-05-03T01:50:21,Club,singles,player,serve_short,opponent,Faute dehors,7,7.13,player,drop,1,1,0,0
2026-05-03T01:50:24,Club,singles,opponent,serve_short,opponent,Faute filet,2,1.35,player,drive,1,2,0,0
2026-05-03T01:50:29,Club,singles,opponent,serve_short,opponent,Point,3,3.33,opponent,smash,1,3,0,0
2026-05-03T01:50:33,Club,singles,opponent,serve_short,opponent,Faute filet,4,2.87,player,drop,1,4,0,0
2026-05-03T01:50:39,Club,singles,opponent,serve_short,player,Point,6,4.75,player,drop,1,5,0,0
2026-05-03T01:50:42,Club,singles,player,serve_lob,opponent,Point,2,2.86,opponent,smash,2,5,0,0
2026-05-03T01:50:46,Club,singles,opponent,serve_short,opponent,Faute dehors,2,2.77,player,lob,2,6,0,0
2026-05-03T01:50:58,Club,singles,opponent,serve_short,player,Point,10,10.53,player,smash,2,7,0,0
2026-05-03T01:51:02,Club,singles,player,serve_short,opponent,Faute dehors,3,3.31,player,smash,3,7,0,0
2026-05-03T01:51:09,Club,singles,opponent,serve_lob,player,Faute dehors,5,5.60,opponent,smash,3,8,0,0
2026-05-03T01:51:12,Club,singles,player,serve_drive,opponent,Faute service,1,1.82,player,serve_drive,4,8,0,0
2026-05-03T01:51:19,Club,singles,opponent,serve_short,player,Faute dehors,5,5.46,opponent,drop,4,9,0,0
2026-05-03T01:51:23,Club,singles,player,serve_short,player,Faute dehors,2,2.77,opponent,lob,5,9,0,0
2026-05-03T01:51:27,Club,singles,player,serve_short,player,Faute dehors,4,3.86,opponent,smash,6,9,0,0
2026-05-03T01:51:36,Club,singles,player,serve_short,player,Faute dehors,8,8.05,opponent,drop,7,9,0,0
2026-05-03T01:51:39,Club,singles,player,serve_short,player,Faute filet,2,1.20,opponent,drop,8,9,0,0
2026-05-03T01:51:45,Club,singles,player,serve_short,player,Point,5,5.40,player,smash,9,9,0,0
2026-05-03T01:51:50,Club,singles,player,serve_short,player,Faute dehors,4,4.36,opponent,drop,10,9,0,0
2026-05-03T01:51:53,Club,singles,player,serve_drive,opponent,Faute service,1,1.82,player,serve_drive,11,9,0,0
2026-05-03T01:52:05,Club,singles,opponent,serve_short,player,Point,10,10.76,player,smash,11,10,0,0
2026-05-03T01:52:09,Club,singles,player,serve_short,opponent,Faute filet,3,2.77,player,drop,12,10,0,0
2026-05-03T01:52:25,Club,singles,opponent,serve_short,player,Faute dehors,15,14.65,opponent,drop,12,11,0,0
2026-05-03T01:52:35,Club,singles,player,serve_short,opponent,Point,8,8.70,opponent,smash,13,11,0,0
2026-05-03T01:52:38,Club,singles,opponent,serve_drive,player,Faute service,1,1.82,opponent,serve_drive,13,12,0,0
2026-05-03T01:52:49,Club,singles,player,serve_short,player,Faute dehors,10,10.91,opponent,smash,14,12,0,0
2026-05-03T01:52:53,Club,singles,player,serve_lob,player,Faute filet,2,2.16,opponent,smash,15,12,0,0
2026-05-03T01:52:59,Club,singles,player,serve_short,opponent,Point,6,5.61,opponent,smash,16,12,0,0
2026-05-03T01:53:13,Club,singles,opponent,serve_lob,opponent,Point,11,12.13,opponent,smash,16,13,0,0
2026-05-03T01:53:20,Club,singles,opponent,serve_short,player,Faute dehors,7,6.63,opponent,lob,16,14,0,0
2026-05-03T01:53:25,Club,singles,player,serve_short,opponent,Faute filet,5,3.66,player,lob,17,14,0,0
2026-05-03T01:53:37,Club,singles,opponent,serve_lob,player,Faute dehors,9,10.56,opponent,lob,17,15,0,0
2026-05-03T01:53:38,Club,singles,player,serve_short,opponent,Faute service,1,0.45,player,serve_short,18,15,0,0
2026-05-03T01:53:42,Club,singles,opponent,serve_short,player,Faute dehors,3,2.56,opponent,smash,18,16,0,0
2026-05-03T01:53:45,Club,singles,player,serve_drive,opponent,Faute service,1,1.82,player,serve_drive,19,16,0,0
2026-05-03T01:53:47,Club,singles,opponent,serve_short,player,Faute service,1,0.60,opponent,serve_short,19,17,0,0
2026-05-03T01:53:50,Club,singles,player,serve_drive,opponent,Faute service,1,1.82,player,serve_drive,20,17,0,0
2026-05-03T01:53:55,Club,singles,opponent,serve_short,player,Faute dehors,5,4.44,opponent,smash,20,18,0,0
2026-05-03T01:58:02,Club,singles,player,serve_lob,player,Faute dehors,4,5.15,opponent,lob,0,0,0,0
2026-05-03T01:58:18,Club,singles,player,serve_lob,opponent,Point,16,14.97,opponent,smash,1,0,0,0
2026-05-03T01:58:25,Club,singles,opponent,serve_short,player,Faute dehors,5,5.20,opponent,lob,1,1,0,0
2026-05-03T01:58:27,Club,singles,player,serve_short,player,Faute filet,2,1.15,opponent,drive,2,1,0,0
2026-05-03T01:58:34,Club,singles,player,serve_short,opponent,Point,6,6.22,opponent,drop,3,1,0,0
2026-05-03T01:58:36,Club,singles,opponent,serve_short,player,Faute service,1,0.62,opponent,serve_short,3,2,0,0
2026-05-03T01:58:40,Club,singles,player,serve_short,player,Faute filet,4,3.14,opponent,lob,4,2,0,0
2026-05-03T01:58:44,Club,singles,player,serve_lob,opponent,Faute dehors,3,3.08,player,smash,5,2,0,0
2026-05-03T01:58:56,Club,singles,opponent,serve_short,player,Point,10,9.29,player,drop,5,3,0,0
2026-05-03T01:59:00,Club,singles,player,serve_lob,opponent,Faute filet,3,3.14,player,drop,6,3,0,0
2026-05-03T01:59:06,Club,singles,opponent,serve_short,player,Faute dehors,3,3.59,opponent,smash,6,4,0,0
2026-05-03T01:59:10,Club,singles,player,serve_short,opponent,Faute filet,5,4.04,player,lob,7,4,0,0
2026-05-03T01:59:15,Club,singles,opponent,serve_drive,opponent,Faute filet,4,3.44,player,drop,7,5,0,0
2026-05-03T01:59:19,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,7,6,0,0
2026-05-03T01:59:25,Club,singles,opponent,serve_short,player,Point,4,4.34,player,drop,7,7,0,0
2026-05-03T01:59:31,Club,singles,player,serve_lob,opponent,Faute filet,5,4.93,player,drop,8,7,0,0
2026-05-03T01:59:37,Club,singles,opponent,serve_short,player,Faute dehors,3,3.61,opponent,lob,8,8,0,0
2026-05-03T01:59:41,Club,singles,player,serve_short,opponent,Point,2,2.16,opponent,drive,9,8,0,0
2026-05-03T01:59:44,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,9,9,0,0
2026-05-03T01:59:54,Club,singles,opponent,serve_drive,opponent,Point,9,8.81,opponent,drop,9,10,0,0
2026-05-03T01:59:59,Club,singles,opponent,serve_lob,opponent,Point,3,4.04,opponent,drop,9,11,0,0
2026-05-03T02:00:03,Club,singles,opponent,serve_drive,player,Faute filet,3,2.51,opponent,lob,9,12,0,0
2026-05-03T02:00:06,Club,singles,player,serve_lob,player,Faute filet,2,2.17,opponent,smash,10,12,0,0
2026-05-03T02:00:18,Club,singles,player,serve_short,player,Faute filet,10,9.39,opponent,smash,11,12,0,0
2026-05-03T02:00:24,Club,singles,player,serve_lob,player,Faute dehors,4,5.21,opponent,smash,12,12,0,0
2026-05-03T02:00:31,Club,singles,player,serve_lob,opponent,Point,4,4.39,opponent,lob,13,12,0,0
2026-05-03T02:00:39,Club,singles,opponent,serve_short,opponent,Point,7,6.55,opponent,lob,13,13,0,0
2026-05-03T02:00:44,Club,singles,opponent,serve_short,opponent,Faute filet,4,3.44,player,drop,13,14,0,0
2026-05-03T02:00:59,Club,singles,opponent,serve_lob,player,Point,14,13.53,player,smash,13,15,0,0
2026-05-03T02:01:05,Club,singles,player,serve_lob,player,Point,5,5.80,player,smash,14,15,0,0
2026-05-03T02:01:10,Club,singles,player,serve_lob,opponent,Point,2,3.09,opponent,drop,15,15,0,0
2026-05-03T02:01:16,Club,singles,opponent,serve_lob,opponent,Point,5,5.38,opponent,drop,15,16,0,0
2026-05-03T02:01:21,Club,singles,opponent,serve_lob,opponent,Point,3,3.98,opponent,smash,15,17,0,0
2026-05-03T02:01:26,Club,singles,opponent,serve_lob,player,Faute filet,3,2.76,opponent,smash,15,18,0,0
2026-05-03T02:01:42,Club,singles,player,serve_lob,player,Faute filet,16,14.75,opponent,drop,16,18,0,0
2026-05-03T02:01:50,Club,singles,player,serve_lob,player,Point,5,5.00,player,smash,17,18,0,0
2026-05-03T02:01:55,Club,singles,player,serve_lob,player,Faute dehors,2,3.81,opponent,lob,18,18,0,0
2026-05-03T02:01:59,Club,singles,player,serve_lob,player,Faute dehors,2,3.61,opponent,lob,19,18,0,0
2026-05-03T02:02:04,Club,singles,player,serve_lob,player,Faute dehors,2,3.59,opponent,lob,20,18,0,0
2026-05-03T12:34:58,Club,singles,player,serve_lob,player,Faute filet,6,4.85,opponent,drop,0,0,0,0
2026-05-03T12:35:01,Club,singles,player,serve_short,opponent,Point,2,2.11,opponent,drive,1,0,0,0
2026-05-03T12:35:08,Club,singles,opponent,serve_short,player,Point,6,5.57,player,smash,1,1,0,0
2026-05-03T12:35:13,Club,singles,player,serve_short,player,Faute dehors,4,3.45,opponent,smash,2,1,0,0
2026-05-03T12:35:18,Club,singles,player,serve_short,opponent,Faute filet,7,5.23,player,drop,3,1,0,0
2026-05-03T12:35:25,Club,singles,opponent,serve_lob,opponent,Faute filet,8,5.70,player,drop,3,2,0,0
2026-05-03T12:35:28,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,3,3,0,0
2026-05-03T12:35:31,Club,singles,opponent,serve_short,opponent,Point,1,1.65,opponent,serve_short,3,4,0,0
2026-05-03T12:35:42,Club,singles,opponent,serve_short,player,Faute dehors,13,9.96,opponent,smash,3,5,0,0
2026-05-03T12:35:48,Club,singles,player,serve_short,opponent,Point,6,5.68,opponent,drop,4,5,0,0
2026-05-03T12:35:51,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,4,6,0,0
2026-05-03T12:35:54,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,4,7,0,0
2026-05-03T12:35:58,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,4,8,0,0
2026-05-03T12:36:00,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,4,9,0,0
2026-05-03T12:36:03,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,4,10,0,0
2026-05-03T12:36:07,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,4,11,0,0
2026-05-03T12:36:11,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,4,12,0,0
2026-05-03T12:36:14,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,4,13,0,0
2026-05-03T12:36:16,Club,singles,opponent,serve_short,opponent,Point,1,1.69,opponent,serve_short,4,14,0,0
2026-05-03T12:36:19,Club,singles,opponent,serve_short,opponent,Point,1,1.69,opponent,serve_short,4,15,0,0
2026-05-03T12:36:23,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,4,16,0,0
2026-05-03T12:36:26,Club,singles,opponent,serve_drive,opponent,Point,1,1.60,opponent,serve_drive,4,17,0,0
2026-05-03T12:36:30,Club,singles,opponent,serve_lob,opponent,Point,1,2.49,opponent,serve_lob,4,18,0,0
2026-05-03T12:36:32,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,4,19,0,0
2026-05-03T12:36:35,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,4,20,0,0
2026-05-03T12:37:03,Club,singles,player,serve_lob,opponent,Point,2,3.29,opponent,drop,0,0,0,0
2026-05-03T12:37:06,Club,singles,opponent,serve_short,player,Faute filet,3,2.02,opponent,lob,0,1,0,0
2026-05-03T12:37:11,Club,singles,player,serve_lob,opponent,Faute dehors,3,4.24,player,smash,1,1,0,0
2026-05-03T12:37:15,Club,singles,opponent,serve_short,player,Faute filet,3,2.11,opponent,lob,1,2,0,0
2026-05-03T12:37:18,Club,singles,player,serve_short,player,Point,3,2.74,player,smash,2,2,0,0
2026-05-03T12:37:24,Club,singles,player,serve_short,opponent,Point,2,2.17,opponent,drive,3,2,0,0
2026-05-03T12:37:28,Club,singles,opponent,serve_short,opponent,Point,3,3.49,opponent,smash,3,3,0,0
2026-05-03T12:37:39,Club,singles,opponent,serve_drive,opponent,Faute filet,12,9.48,player,drop,3,4,0,0
2026-05-03T12:37:44,Club,singles,opponent,serve_short,opponent,Faute dehors,4,3.51,player,smash,3,5,0,0
2026-05-03T12:37:47,Club,singles,opponent,serve_lob,opponent,Faute dehors,2,2.32,player,smash,3,6,0,0
2026-05-03T12:37:53,Club,singles,opponent,serve_lob,opponent,Point,3,3.08,opponent,smash,3,7,0,0
2026-05-03T12:37:56,Club,singles,opponent,serve_short,player,Faute filet,3,1.94,opponent,drop,3,8,0,0
2026-05-03T12:38:03,Club,singles,player,serve_short,player,Faute dehors,8,6.88,opponent,lob,4,8,0,0
2026-05-03T12:38:06,Club,singles,player,serve_short,opponent,Faute filet,3,2.31,player,drop,5,8,0,0
2026-05-03T12:38:10,Club,singles,opponent,serve_lob,opponent,Faute dehors,2,2.74,player,smash,5,9,0,0
2026-05-03T12:38:14,Club,singles,opponent,serve_drive,player,Faute filet,3,2.16,opponent,lob,5,10,0,0
2026-05-03T12:38:22,Club,singles,player,serve_short,opponent,Point,8,6.22,opponent,drop,6,10,0,0
2026-05-03T12:38:26,Club,singles,opponent,serve_lob,opponent,Point,1,2.46,opponent,serve_lob,6,11,0,0
2026-05-03T12:38:29,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,6,12,0,0
2026-05-03T12:38:31,Club,singles,opponent,serve_short,opponent,Point,1,1.69,opponent,serve_short,6,13,0,0
2026-05-03T12:38:35,Club,singles,opponent,serve_lob,opponent,Point,1,2.49,opponent,serve_lob,6,14,0,0
2026-05-03T12:38:38,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,6,15,0,0
2026-05-03T12:38:41,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,6,16,0,0
2026-05-03T12:38:44,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,6,17,0,0
2026-05-03T12:38:47,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,6,18,0,0
2026-05-03T12:38:51,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,6,19,0,0
2026-05-03T12:38:55,Club,singles,opponent,serve_lob,opponent,Point,1,2.49,opponent,serve_lob,6,20,0,0
2026-05-03T12:40:52,Club,singles,player,serve_lob,player,Faute filet,2,2.34,opponent,drop,0,0,0,0
2026-05-03T12:41:00,Club,singles,player,serve_short,opponent,Faute dehors,9,6.88,player,smash,1,0,0,0
2026-05-03T12:41:03,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,1,1,0,0
2026-05-03T12:41:06,Club,singles,opponent,serve_drive,player,Faute filet,3,2.14,opponent,lob,1,2,0,0
2026-05-03T12:41:13,Club,singles,player,serve_short,opponent,Faute filet,7,5.38,player,drop,2,2,0,0
2026-05-03T12:41:21,Club,singles,opponent,serve_drive,player,Point,8,6.48,player,smash,2,3,0,0
2026-05-03T12:41:26,Club,singles,player,serve_drive,opponent,Point,4,4.06,opponent,smash,3,3,0,0
2026-05-03T12:41:30,Club,singles,opponent,serve_lob,opponent,Point,3,3.17,opponent,smash,3,4,0,0
2026-05-03T12:41:37,Club,singles,opponent,serve_lob,player,Faute dehors,5,4.65,opponent,smash,3,5,0,0
2026-05-03T12:41:39,Club,singles,player,serve_short,player,Faute dehors,2,2.16,opponent,drive,4,5,0,0
2026-05-03T12:41:45,Club,singles,player,serve_short,opponent,Point,6,5.46,opponent,lob,5,5,0,0
2026-05-03T12:41:48,Club,singles,opponent,serve_short,opponent,Faute filet,2,1.77,player,drop,5,6,0,0
2026-05-03T12:41:54,Club,singles,opponent,serve_lob,opponent,Point,5,4.73,opponent,drop,5,7,0,0
2026-05-03T12:41:59,Club,singles,opponent,serve_lob,opponent,Faute filet,4,3.61,player,drop,5,8,0,0
2026-05-03T12:42:04,Club,singles,opponent,serve_lob,opponent,Point,3,3.78,opponent,lob,5,9,0,0
2026-05-03T12:42:07,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,5,10,0,0
2026-05-03T12:42:10,Club,singles,opponent,serve_lob,opponent,Point,1,2.46,opponent,serve_lob,5,11,0,0
2026-05-03T12:42:16,Club,singles,opponent,serve_short,opponent,Faute dehors,2,1.85,player,smash,5,12,0,0
2026-05-03T12:42:20,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,5,13,0,0
2026-05-03T12:42:23,Club,singles,opponent,serve_short,opponent,Point,3,2.20,opponent,smash,5,14,0,0
2026-05-03T12:42:26,Club,singles,opponent,serve_short,player,Faute service,1,1.67,opponent,serve_short,5,15,0,0
2026-05-03T12:43:07,Club,singles,player,serve_lob,opponent,Point,2,3.10,opponent,drop,6,15,0,0
2026-05-03T12:43:12,Club,singles,opponent,serve_lob,opponent,Point,3,3.49,opponent,drop,6,16,0,0
2026-05-03T12:43:15,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,6,17,0,0
2026-05-03T12:43:18,Club,singles,opponent,serve_short,opponent,Point,1,1.69,opponent,serve_short,6,18,0,0
2026-05-03T12:43:21,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,6,19,0,0
2026-05-03T12:43:24,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,6,20,0,0
2026-05-03T12:44:28,Club,singles,player,serve_lob,opponent,Point,16,14.86,opponent,drop,0,0,0,0
2026-05-03T12:44:33,Club,singles,opponent,serve_short,opponent,Faute filet,6,3.99,player,drop,0,1,0,0
2026-05-03T12:44:39,Club,singles,opponent,serve_lob,opponent,Point,3,4.03,opponent,lob,0,2,0,0
2026-05-03T12:44:42,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,0,3,0,0
2026-05-03T12:44:48,Club,singles,opponent,serve_short,opponent,Faute filet,6,4.49,player,drop,0,4,0,0
2026-05-03T12:44:53,Club,singles,opponent,serve_short,player,Point,4,3.89,player,smash,0,5,0,0
2026-05-03T12:45:00,Club,singles,player,serve_short,opponent,Point,6,5.35,opponent,lob,1,5,0,0
2026-05-03T12:45:04,Club,singles,opponent,serve_short,player,Faute filet,3,1.91,opponent,lob,1,6,0,0
2026-05-03T12:47:33,Elite,singles,player,serve_lob,player,Point,9,10.89,player,drop,2,6,0,0
2026-05-03T12:47:54,Elite,singles,player,serve_lob,player,Point,19,20.80,player,smash,3,6,0,0
2026-05-03T12:48:01,Loisir,singles,player,serve_short,opponent,Faute dehors,5,5.48,player,drop,4,6,0,0
2026-05-03T12:48:06,Club,singles,opponent,serve_short,player,Faute dehors,3,3.61,opponent,lob,4,7,0,0
2026-05-03T12:48:11,Club,singles,player,serve_short,player,Faute dehors,4,4.36,opponent,lob,5,7,0,0
2026-05-03T12:48:20,Club,singles,player,serve_short,opponent,Point,8,7.95,opponent,drop,6,7,0,0
2026-05-03T12:48:38,Elite,singles,opponent,serve_lob,opponent,Point,17,15.95,opponent,smash,6,8,0,0
2026-05-03T12:48:43,Elite,singles,opponent,serve_short,opponent,Point,5,4.04,opponent,smash,6,9,0,0
2026-05-03T12:48:57,Elite,singles,opponent,serve_short,opponent,Faute dehors,14,12.59,player,drop,6,10,0,0
2026-05-03T12:49:03,Elite,singles,opponent,serve_short,player,Faute filet,7,5.13,opponent,drop,6,11,0,0
2026-05-03T12:49:07,Elite,singles,player,serve_short,player,Point,3,3.34,player,smash,7,11,0,0
2026-05-03T12:49:12,Elite,singles,player,serve_short,player,Point,3,3.29,player,smash,8,11,0,0
2026-05-03T12:49:15,Elite,singles,player,serve_lob,player,Faute dehors,2,2.86,opponent,smash,9,11,0,0
2026-05-03T12:49:37,Elite,singles,player,serve_short,opponent,Point,22,20.84,opponent,smash,10,11,0,0
2026-05-03T12:49:51,Elite,singles,opponent,serve_lob,player,Point,12,12.45,player,smash,10,12,0,0
2026-05-03T12:50:11,Elite,singles,player,serve_short,opponent,Faute dehors,21,18.90,player,smash,11,12,0,0
2026-05-03T12:50:30,Elite,singles,opponent,serve_short,opponent,Point,19,17.60,opponent,smash,11,13,0,0
2026-05-03T12:50:34,Elite,singles,opponent,serve_short,player,Point,4,3.00,player,smash,11,14,0,0
2026-05-03T12:50:51,Elite,singles,player,serve_short,player,Faute filet,18,16.66,opponent,smash,12,14,0,0
2026-05-03T12:50:57,Elite,singles,player,serve_short,player,Faute dehors,4,4.64,opponent,lob,13,14,0,0
2026-05-03T12:51:02,Elite,singles,player,serve_lob,player,Point,3,3.54,player,smash,14,14,0,0
2026-05-03T12:51:19,Elite,singles,player,serve_lob,opponent,Point,14,16.30,opponent,smash,15,14,0,0
2026-05-03T12:51:24,Elite,singles,opponent,serve_short,opponent,Faute dehors,4,4.16,player,smash,15,15,0,0
2026-05-03T12:51:31,Elite,singles,opponent,serve_lob,opponent,Faute dehors,4,5.66,player,drop,15,16,0,0
2026-05-03T12:51:34,Elite,singles,opponent,serve_lob,opponent,Faute filet,2,2.12,player,smash,15,17,0,0
2026-05-03T12:51:42,Elite,singles,opponent,serve_lob,opponent,Faute filet,6,5.91,player,drop,15,18,0,0
2026-05-03T12:51:43,Elite,singles,opponent,serve_short,player,Faute service,1,0.59,opponent,serve_short,15,19,0,0
2026-05-03T12:51:49,Elite,singles,player,serve_short,player,Faute filet,6,4.76,opponent,drop,16,19,0,0
2026-05-03T12:51:55,Elite,singles,player,serve_lob,player,Faute dehors,4,4.89,opponent,smash,17,19,0,0
2026-05-03T12:52:00,Elite,singles,player,serve_lob,player,Point,3,4.14,player,smash,18,19,0,0
2026-05-03T12:52:07,Elite,singles,player,serve_short,opponent,Faute dehors,5,5.53,player,smash,19,19,0,0
2026-05-03T12:52:25,Elite,singles,opponent,serve_lob,player,Point,18,17.31,player,smash,19,20,0,0
2026-05-03T12:52:41,Elite,singles,player,serve_drive,player,Faute dehors,16,14.80,opponent,smash,20,20,0,0
2026-05-03T12:52:44,Elite,singles,player,serve_drive,player,Faute dehors,2,2.04,opponent,smash,21,20,0,0
2026-05-03T12:54:46,Club,singles,player,serve_lob,opponent,Point,2,2.89,opponent,smash,0,0,0,0
2026-05-03T12:54:49,Club,singles,opponent,serve_drive,opponent,Point,1,1.62,opponent,serve_drive,0,1,0,0
2026-05-03T12:54:53,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,0,2,0,0
2026-05-03T12:54:57,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,0,3,0,0
2026-05-03T12:54:59,Club,singles,opponent,serve_short,opponent,Point,1,1.67,opponent,serve_short,0,4,0,0
2026-05-03T12:55:03,Club,singles,opponent,serve_lob,opponent,Point,1,2.47,opponent,serve_lob,0,5,0,0
