rally,hit,hitter,kind,start_x,start_z,target_x,target_z,end_x,end_z,moved,remaining
522,7,opponent,lob,0.9280393489269648,1.0323289554190858,4.129132960125286,0.13199701048536702,3.0341238600342937,0.4399766551156238,2.187801,1.1374956662724762
522,8,player,lob,-5.759397587512065,0.660836313805427,-4.360870931370693,0.707232378571849,-4.360870931370693,0.707232378571849,1.399296038286315,0.0
522,9,opponent,lob,4.857589114654863,2.9017171786426217,4.400960532294586,0.5754624126004205,4.43618004774419,0.7548851838357447,2.187801,0.18284678040990598
522,10,player,drop,-4.526232262322657,2.27,-2.8272887371494617,0.756525758857525,-2.880411958618925,0.8038496552138465,2.2041600000000003,0.07114511807311534
522,11,opponent,drop,1.5369129756473658,2.27,3.194471685653792,0.051836958493846036,2.330617529488543,1.207855958538684,1.32594,1.4431299080778008
522,12,player,lob,-1.7679263766276536,0.3634600081644178,-4.1027880588702965,0.046580395799452404,-4.1027880588702965,0.046580395799452404,2.3562664883110136,0.0
522,13,opponent,lob,7.0300722465394285,-0.3928564662185795,4.172499224771796,0.19040308033686426,4.886467908013081,0.04467485317698383,2.1878010000000003,0.728689232005288
522,14,player,lob,-6.09755246781594,0.2589657682455787,-4.8988343247999815,0.021617692171857633,-4.8988343247999815,0.021617692171857633,1.2219898917796026,0.0
522,15,opponent,lob,1.29156464694413,0.6860296183473328,4.1909400999855295,0.5638197685210896,3.4774247471998203,0.5938947296721853,2.1878009999999994,0.71414890740598
522,16,player,drop,-6.842128000854545,1.9044545497927483,-2.843022753296582,0.39053398280123464,-4.780734681918734,1.1240835545303662,2.2041599999999995,2.0719127617997266
522,17,opponent,lob,1.0567915828972807,1.082474511874791,4.4693359436062465,0.4507280755175813,3.2080402092023506,0.6842251384646749,2.187801,1.2827267082392813
522,18,player,lob,-3.0262723585336144,1.7638852511693828,-4.862004447686072,0.5417394356454646,-4.862004447686072,0.5417394356454646,2.2053463894696157,0.0
522,19,opponent,lob,2.25126517246509,1.9335468717764994,4.0543271588833205,-0.06355152444512494,3.7173738065004556,0.3096630431705387,2.187801,0.5028187299242123
522,20,player,lob,-6.822346336712558,0.22415560169217497,-4.983538295364418,-0.7454246110532337,-4.983538295364418,-0.7454246110532337,2.078773869826638,0.0
522,21,opponent,lob,1.8474556103156614,-2.1450204394667556,4.5242415893252375,-0.5567513701875735,3.728977566876387,-1.0286207159891398,2.1878009999999994,0.9247191708344343
522,22,player,drop,-5.586686560975838,-1.5557461042146117,-3.0229014037464346,-0.6513503735627608,-3.508065518123617,-0.8224958973875361,2.2041600000000003,0.5144657502736724
522,23,opponent,smash,1.1758632069419064,-1.8338159098341291,3.323510475994958,0.3754549698391961,1.6934307270603175,-1.3013975434948017,0.7425264,2.3385881081031274
523,1,player,serve_lob,-2.7,0.62,-4.111818887007478,-0.4856369705479484,-4.111818887007478,-0.4856369705479484,1.793227726852749,0.0
523,2,opponent,lob,2.36,-0.62,4.496422461442444,-0.750506111722033,4.496422461442444,-0.750506111722033,2.140404816606568,0.0
523,3,player,drop,-4.592572231738249,-1.9844167980000227,-3.022334387185942,-0.6541551730153092,-3.022334387185942,-0.6541551730153092,2.0579705730090616,0.0
523,4,opponent,lob,1.0880051190435363,-1.5021270400139157,4.527868749858549,0.4950545812395807,2.980029109358439,-0.4036196728679895,2.1878010000000003,1.7898108748410568
523,5,player,smash,-5.4422731951041285,0.3124757992624181,-3.4052239496585885,-0.023769935516230883,-4.224423164294606,0.11145126371164218,1.2343296,0.8302843645287392
523,6,opponent,smash,3.1815935907139687,-0.6505644824786943,3.1544365246540935,-0.7765138810292722,3.1544365246540935,-0.7765138810292722,0.12884392586471727,0.0
523,7,player,drop,-2.2301117607175946,-2.2691275516735767,-3.0993567174990013,-0.4352461681522045,-3.0993567174990013,-0.4352461681522045,2.0294599586383004,0.0
523,8,opponent,drop,1.1182460243419163,-1.7735466214299886,2.839149603061527,-0.6903491707038097,2.240398311428188,-1.0672243662326533,1.3259400000000001,0.7074871180717679
523,9,player,lob,-1.0044618236463083,-2.2165751334730235,-4.369013906154249,-0.7451047965706867,-4.336590971934737,-0.7592848076893688,3.636864,0.03538812482639825
523,10,opponent,drop,4.312127885067348,-2.27,2.8087959818657198,-0.6549011096817235,3.4087304069774778,-1.2994383686849849,1.3259400000000001,0.8805393759949709
523,11,player,drop,-1.9977867076434745,-2.27,-2.9295177858408668,-0.6402222543098256,-2.9295177858408668,-0.6402222543098256,1.8773114558926607,0.0
523,12,opponent,drop,1.1841572668645108,-1.7962682545085908,2.9014633081935575,-0.6954210390760769,2.3004355363349163,-1.0806987549432743,1.3259400000000003,0.713914071082233
